"","NPB_F18_1_E6_S66","NPB_F15_2_B2_S76","NPB_F12_2_F9_S40","NPB_F7_9_A12_S34","NPB_F13_6_F11_S56","NPB_F1_9_A3_S9","NPB_F13_3_C11_S53","NPB_F17_12_D6_S65","NPB_F13_8_H11_S58","NPB_F9_6_F5_S8","NPB_F15_6_F2_S80","NPB_F10_11_G7_S25","NPB_F18_4_H6_S69","NPB_F12_7_C10_S45","NPB_F14_8_D1_S70","NPB_F7_2_B11_S27","NPB_F2_12_H4_S24","NPB_F6_3_G9_S16","NPB_F9_10_B6_S12","NPB_F11_2_B8_S28","NPB_F13_4_D11_S54","NPB_F18_6_B7_S71","NPB_F2_6_B4_S18","NPB_F14_4_H12_S66","NPB_F2_11_G4_S23","NPB_F1_2_B2_S2","NPB_F14_10_F1_S72","NPB_F17_3_C5_S56","NPB_F7_11_C12_S36","NPB_F16_7_C4_S48","NPB_F9_2_B5_S4","NPB_F12_6_B10_S44","NPB_F5_3_C8_S4","NPB_F13_1_A11_S51","NPB_F6_11_G10_S24","NPB_F8_2_F12_S39","NPB_F16_3_G3_S89","NPB_F9_5_E5_S7","NPB_F15_8_H2_S82","NPB_F15_12_D3_S86","NPB_F6_7_C10_S20","NPB_F11_8_H8_S34","NPB_F4_7_C7_S43","NPB_F17_7_G5_S60","NPB_F14_6_B1_S68","NPB_F8_5_A4_S42","NPB_F13_12_D12_S62","NPB_F16_12_H4_S53","NPB_F8_10_F4_S47","NPB_F1_7_G2_S7","NPB_F9_7_G5_S9","NPB_F16_4_H3_S90","NPB_F8_11_G4_S1","NPB_F7_4_D11_S29","NPB_F12_12_H10_S50","NPB_F13_7_G11_S57","NPB_F17_2_B5_S55","NPB_F15_10_B3_S84","NPB_F12_10_F10_S48","NPB_F3_10_B6_S34","NPB_F2_4_H3_S16","NPB_F13_2_B11_S52","NPB_F14_3_G12_S65","NPB_F10_6_B7_S20","NPB_F2_9_E4_S21","NPB_F1_12_D3_S12","NPB_F16_5_A4_S91","NPB_F5_1_A8_S2","NPB_F15_5_E2_S79","NPB_F8_12_H4_S2","NPB_F8_6_B4_S43","NPB_F9_12_D6_S14","NPB_F15_11_C3_S85","NPB_F5_2_B8_S3","NPB_F10_3_G6_S17","NPB_F3_8_H5_S32","NPB_F4_11_G7_S47","NPB_F8_8_D4_S45","NPB_F8_3_G12_S40","NPB_F10_7_C7_S21","NPB_F5_10_B9_S11","NPB_F13_11_C12_S61","NPB_F5_9_A9_S10","NPB_F2_1_E3_S13","NPB_F4_2_F6_S38","NPB_F9_11_C6_S13","NPB_F5_4_D8_S5","NPB_F4_6_B7_S42","NPB_F8_1_E12_S38","NPB_F6_9_E10_S22","NPB_F11_1_A8_S27","NPB_F6_2_F9_S15","NPB_F3_1_A5_S25","NPB_F6_6_B10_S19","NPB_F4_12_H7_S1","NPB_F17_1_A5_S54","NPB_F1_3_C2_S3","NPB_F10_10_F7_S24","NPB_F12_4_H9_S42","NPB_F13_9_A12_S59","NPB_F12_8_D10_S46","NPB_F3_5_E5_S29","NPB_F17_10_B6_S63","NPB_F1_8_H2_S8","NPB_F2_8_D4_S20","NPB_F15_4_D2_S78","NPB_F1_4_D2_S4","NPB_F11_10_B9_S36","NPB_F6_12_H10_S25","NPB_F15_1_A2_S75","NPB_F2_7_C4_S19","NPB_F14_2_F12_S64","NPB_F2_10_F4_S22","NPB_F8_7_C4_S44","NPB_F1_10_B3_S10","NPB_F4_1_E6_S37","NPB_F17_9_A6_S62","NPB_F4_3_G6_S39","NPB_F16_6_B4_S92","NPB_F3_2_B5_S26","NPB_F18_9_E7_S74","NPB_F14_12_H1_S74","NPB_F11_12_D9_S38","NPB_F15_3_C2_S77","NPB_F10_9_E7_S23","NPB_F11_5_E8_S31","NPB_F13_5_E11_S55","NPB_F3_7_G5_S31","NPB_F18_11_G7_S76","NPB_F6_5_A10_S18","NPB_F17_11_C6_S64","NPB_F14_9_E1_S71","NPB_F15_7_G2_S81","NPB_F3_4_D5_S28","NPB_F12_1_E9_S39","NPB_F10_8_D7_S22","NPB_F12_11_G10_S49","NPB_F16_10_F4_S51","NPB_F16_2_F3_S88","NPB_F7_10_B12_S35","NPB_F7_1_A11_S26","NPB_F11_4_D8_S30","NPB_F9_1_A5_S3","NPB_F11_6_F8_S32","NPB_F2_3_G3_S15","NPB_F14_5_A1_S67","NPB_F6_10_F10_S23","NPB_F4_5_A7_S41","NPB_F18_7_C7_S72","NPB_F1_5_E2_S5","NPB_F18_8_D7_S73","NPB_F3_11_C6_S35","NPB_F1_1_A2_S1","NPB_F10_12_H7_S26","NPB_F7_6_F11_S31","NPB_F17_4_D5_S57","NPB_F14_1_E12_S63","NPB_F5_6_F8_S7","NPB_F11_11_C9_S37","NPB_F3_6_F5_S30","NPB_F14_11_G1_S73","NPB_F4_8_D7_S44","NPB_F10_1_E6_S15","NPB_F2_2_F3_S14","NPB_F17_8_H5_S61","NPB_F16_8_D4_S49","NPB_F12_5_A10_S43","NPB_F7_7_G11_S32","NPB_F11_9_A9_S35","NPB_F5_7_G8_S8","NPB_F4_9_E7_S45","NPB_F12_3_G9_S41","NPB_F8_9_E4_S46","NPB_F4_4_H6_S40","NPB_F18_10_F7_S75","NPB_F18_3_G6_S68","NPB_F17_5_E5_S58","NPB_F9_9_A6_S11","NPB_F1_6_F2_S6","NPB_F10_5_A7_S19","NPB_F6_8_D10_S21","NPB_F8_4_H12_S41","NPB_F6_4_H9_S17","NPB_F16_9_E4_S50","NPB_F16_11_G4_S52","NPB_F3_12_D6_S36","NPB_F5_5_E8_S6","NPB_F15_9_A3_S83","NPB_F5_12_D9_S13","NPB_F12_9_E10_S47","NPB_F3_3_C5_S27","NPB_F6_1_E9_S14","NPB_F18_5_A7_S70","NPB_F14_7_C1_S69","NPB_F9_3_C5_S5","NPB_F4_10_F7_S46","NPB_F3_9_A6_S33","NPB_F11_3_C8_S29","NPB_F10_2_F6_S16","NPB_F7_3_C11_S28","NPB_F18_12_H7_S77","NPB_F2_5_A4_S17","NPB_F7_12_D12_S37","NPB_F5_8_H8_S9","NPB_F11_7_G8_S33","NPB_F13_10_B12_S60","NPB_F9_8_H5_S10","NPB_F18_2_F6_S67","NPB_F1_11_C3_S11","NPB_F7_8_H11_S33","NPB_F17_6_F5_S59","NPB_F9_4_D5_S6","NPB_F5_11_C9_S12","NPB_F16_1_E3_S87","NPB_F7_5_E11_S30","NPB_F10_4_H6_S18"
"23S rRNA methyltransferases",248.439299351476,1149.46619217082,511.219541580073,927.829261443415,189.923088997018,324.966660316251,310.056127221703,952.037215271094,158.059988179669,961.42522835359,323.372435647968,302.959263411817,305.680908945431,454.727105363598,493.142566881138,224.690626645603,369.118621603711,231.437289726938,635.167260995075,420.595240649744,220.884443036256,516.997417665995,724.764468371467,460.925332111773,761.205313748785,449.063613998092,467.974905164867,173.730500561005,276.83730772361,934.609440019023,278.307709572439,1116.14917036307,406.109042472679,157.86181678214,213.386264792151,121.212121212121,223.08789641172,636.261933174224,699.175687754494,392.759867280741,180.126044262055,415.794049824217,232.091933252393,736.622807017544,330.412599822538,346.100599907706,169.011412854478,362.829887532014,1043.28591846457,1079.77475363679,286.549707602339,567.793721139244,416.051286212773,246.101669922955,443.890045304273,431.071238230592,575.16149870801,369.570959586431,353.400095809476,264.257911660179,254.449653570095,187.958711095412,286.566267644914,333.407655146786,261.259898118727,544.421768707483,1139.37146203396,229.359775813753,317.094323823195,458.232659155694,762.515760587406,546.732136810024,540.424918284945,492.456728953274,273.681150995495,498.559077809798,249.094897069316,1571.48696985181,881.456560459133,263.242188637489,532.235605374922,206.365828890581,725.284339457568,249.521673154318,190.757398887592,206.852566004153,301.749721775689,219.814495608635,959.840187366536,161.21904324619,271.714078236984,275.056561085973,379.031832339123,299.619524303648,257.753688647998,179.592592592593,1402.18766949919,237.336136171207,382.012744147389,245.019920318725,261.611256381522,597.44714798564,6993.64969403071,795.735808447673,628.934624697337,343.148433831914,868.743047830923,359.223586934111,211.586741665872,257.82092772384,684.227129337539,259.673053447269,279.924510497759,1066.18212313928,877.602776294714,555.766994396871,484.706063641267,263.898813777333,520.052366051472,472.970613907478,1024.32610124918,275.527057223356,414.61652396951,978.414403660599,305.18714474672,331.283794222153,407.594936708861,464.742520298076,1044.21921248542,166.235813366961,714.913305603589,1027.7088502895,411.091549295775,789.255218216319,548.61576779385,299.645085580171,360.7964011996,395.041027470567,469.004383218535,248.710765900554,283.577900729693,369.010974304068,224.062516669334,459.859281977269,255.404074438857,248.654224285208,177.95674482042,199.650417556807,1468.43877121616,529.12756150386,736.682494712901,372.519561815336,668.419480131461,237.789203084833,332.669400507713,426.400671203505,662.946647087616,213.429033059906,326.817237205691,737.577639751553,371.013845466726,276.563869180541,204.285984183963,883.977341695327,580.625543006082,954.773869346734,458.910996678753,272.077494592307,384.036269861076,208.658698539177,327.261227071474,710.43771043771,347.385794612135,262.228053580691,298.10572330608,1103.35018963338,615.374177352602,131.377521877213,125.428237475313,293.281035747313,188.495276653171,289.719626168224,197.731135910132,371.091257179324,922.996797963042,730.814200680272,286.724249223865,241.839714991816,387.691782186673,6200.84218235079,465.462074157726,183.135507544838,294.344053754322,299.162587483312,415.110103240437,300.010522992739,899.980784012298,694.855605009833,0,774.545454545455,18.4094256259205,385.619100499722,311.695645712587,604.625909436421,291.556370053621,166.687741038124,125.214173120417,244.675324675325,319.549429376019,431.813883109514,229.961795237911,238.00254813137,563.183042748945,318.489636774061,257.481522800167,271.766910887715
"Sodium resistance protein",73.5196072489242,10.5683166181387,0,10.6711597865768,0,0,0,35.9319858838627,0,0,0,0,89.4543126900304,0,2.28581103962072,0,0,0,4.16029886228562,0,0,40.8928508259931,23.721399730821,0,25.5967167080678,0,1.75080245112343,63.9183466647363,0,26.4534538104863,0.897766805072382,6.32495482175127,0,0,0,0,50.4499067266542,24.3138424821002,5.66093951733042,0,0,0,0,0,0,0,0,47.5854645336105,3.81133873272987,0,0,45.0305265441473,0,0,0,4.53011192041215,51.7118863049096,0,0,0,0,0,0,0,0,0,30.906369965515,0,0,0,17.7260253652748,0,0,0,0,0,0,12.2636688809402,2.86958242628142,0,0,0,0,0,0,0,0,0,16.4634566370462,0,0,0,0,0,0,45.2962962962963,15.0967275357078,0,0,0,0,26.4858396489829,24.2466227918254,25.894538606403,19.6731234866828,0,20.9492028179459,0,0,0,10.1997896950578,0,0,2.65567125585296,20.4217832354511,17.0208267258695,49.1178056861083,0,37.8057347212466,0,0,0,0,9.05202427136178,0,0,3.73084610259827,0,31.123867611445,0,39.865401691826,18.334711883099,27.3564463705309,27.6328273244782,2.39486540856404,0,0,67.6061362825544,30.1702054989469,0,0,0,0,0,0,0,0,0,32.8236779351943,0,40.3415665775508,0,0,0,0,32.6279481681738,21.9285364659814,0,0,25.5754475703325,0,0,0,20.1294760267044,25.2823631624674,0,0,0,0,0,0,0,0,0,69.8413340888853,13.1689844079225,33.5165207951693,0,83.8539357543025,0,0,0,0,62.8879735452805,33.6406774429999,37.6806972789116,0,0,0,16.3859392164042,26.0681347637869,0,56.5920803705395,0,0,0,9.5119139123751,0,0,13.66391184573,0,32.8785595304196,0,0,0,0,0,34.8851148851149,0,0,64.832323544167,0,0,44.2027498460907,0,0
"Aminoglycoside N-acetyltransferases",39.0629735135463,33.1068694058018,25.8727146772688,63.8397453898718,8.66425992779783,86.7784339874262,15.0608044901777,154.315046519089,8.12647754137116,125.839812787801,13.3707677767276,23.7148778581864,43.8470155224836,19.308053254305,50.9651202167288,37.4868351764086,94.7647448641484,36.1082857366403,176.51553744269,22.8096903632813,8.46421943602046,81.1489617602321,77.4730820995962,24.0036646816308,202.18166108651,100.567354521263,32.5357455500438,16.6491729704296,25.4333848783267,99.2153132802283,68.9410092395167,83.3744044685395,20.4341113432023,5.38876058506544,39.3193081824618,0,25.2112366948316,120.450477326969,46.8765517926308,19.8583667607587,26.0515902095852,28.5033833591653,19.566874664709,112.445175438597,15.9494232475599,46.3620981387479,8.53592994214536,69.1139898296277,59.8924658000408,214.140466134835,63.9440130380596,79.7409117674404,34.3531066569288,30.3387768643787,16.1319946124648,18.8310534730858,73.6757105943152,17.7351798045357,25.3438875835481,48.9507530885091,128.116831929635,5.14148906942973,25.2284721328356,41.3600891861761,39.5420386341857,88.7074829931973,145.878066237231,28.2747718617518,16.3287277947246,19.4923306637709,75.8733219609879,50.4910260751778,27.3024418381081,19.4192014575511,25.5486121203313,71.8025733652636,29.9146428477049,68.5743484925907,49.7724124282604,29.9933024664395,12.2363016082991,9.23457730388423,12.805217529627,94.2138945701656,26.7458628029939,61.0204687036488,18.1773216273031,28.3181482393499,157.883860301715,26.802881166241,25.2265336406403,40.1018099547511,50.3616111492372,31.2926000529004,21.8684131285757,26.8518518518519,155.487253661182,15.240430936323,16.311123424297,13.0025353132923,11.5801270078446,64.8583964898285,151.137282069045,131.423190745225,372.578692493947,14.7897243275874,161.383018168335,21.6193926541192,28.2835986906918,13.8005430941487,113.985278654048,17.7007589830688,84.0764331210191,42.4907400936474,240.523224773091,60.7886668781055,81.4007242468603,29.1553522938402,83.7537518360049,70.1192900785569,103.409411101719,8.03134816541986,15.8953795021856,52.0242713617826,23.4154363135881,42.947628611154,24.1172551632245,50.7729952174397,101.309534487398,40.0378310214376,65.8503528532037,61.345464571271,35.5498374864572,91.7931688804554,42.2933231152409,16.7725685500029,19.8822614683994,48.9297181591152,160.186713724597,15.5026421340803,40.1331088124449,18.6362419700214,55.3155171494106,21.7165794696013,55.5699549012493,33.6846855558779,40.9820094823667,19.5911827539328,70.5568803478749,83.2454045648914,75.495790271737,38.9984350547731,164.087242306543,28.3388419635206,72.2515133762937,100.680525776079,67.156142927068,21.5324384787472,13.8162552239147,94.2637924735111,41.4917373827602,31.4328518528988,17.4624166689158,173.477645154764,128.410078192876,124.18151362875,26.8137359456412,30.0009404683532,11.2303468929374,12.6427622841965,22.9812355049547,52.5473312358558,28.0023498475397,27.9803496780887,72.1484659596859,422.039612305099,92.4078974150214,30.365343752142,14.2577888839628,23.3425810772027,28.6099865047233,20.5607476635514,39.6866454807479,81.0465858328015,98.6844643339377,51.5518707482993,19.3649525097593,16.8822415508553,29.5180894366799,44.3976565360674,70.3933747412008,31.1903246339911,47.1002674668928,19.3373518346211,103.777525810109,20.1252236135957,127.882398155265,66.4527481627161,0,111.735537190083,330.633284241532,97.1682398667407,32.4268093327389,18.5687913997177,17.9528948618747,7.14421192387937,19.3955177849359,62.1378621378621,72.4272516180031,26.7448458483072,47.1577972446263,39.1421291053228,22.6706653789458,134.783500923456,30.9022451540929,22.1076844436872
"Drug and biocide and metal RND efflux pumps",246.378568398085,57.5865415723067,0,34.6344659739773,0,0,0,130.413859480269,0,4.22737223522307,0,0,300.848135701712,0,29.7155435150694,0,0,0,51.9612837493632,0,0,150.836605468888,108.344549125168,0,94.2866400259207,0,21.7391304347826,221.470194360998,0,140.292474141006,0,20.864136684738,0,0,0,0,176.176890156919,100.01491646778,16.9828185519913,0,0,0,0,0,0,0,0,183.697709810326,9.93670455318859,48.9597997810105,16.2496404946793,155.297982458859,0,0,0,3.0200746136081,202.616279069767,0,0,0,0,0,0,0,0,0,123.039885483766,0,0,0,89.8168063487354,0,0,0,0,0,0,62.5447112927951,41.5594696220067,0,0,0,0,0,0,0,0,0,113.177653785217,0,0,0,0,0,0,201.592592592593,74.8508407159646,0,0,0,0,104.906262465098,92.7144671515991,100.349744417541,53.2687651331719,0,84.0748980348535,0,0,0,0,0,0,18.6595848766511,81.9540843566471,81.298234485675,183.296093689807,0,139.536368861358,7.09921443118999,1.22100122100122,0,0,24.2713617825525,0.965216458728059,0,1.6655562958028,0,143.869405327832,0,155.021732018507,60.5183347118831,95.4089924160347,111.835863377609,1.38902193696714,0,0,243.578308954691,114.134456651676,0,0,0,0,0,0,0,0,0,149.880768691261,0,149.11615657795,0,0,0,0,133.028805817097,109.936368086148,0,0,104.950675922543,1.42920946851273,0,0,104.390046530447,154.90877497828,3.80691335465205,0,0,0,0,6.32511068943707,14.019981233096,0,0,246.944062171132,117.361989043405,160.73003595902,0,273.668937164967,0,0,0,0,229.767360909671,144.014505613209,139.030612244898,0,0,0,86.4152325155621,111.895351025786,0,178.485224085068,0,20.1109983887331,0,69.6579554189085,0,0,55.9779614325069,0,113.785991909257,0,0,0,0,0,144.295704295704,0,0,234.939991510053,0,0,167.124974348451,0,0
"Phenicol resistance MFS efflux pumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548666739822232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678294573643411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93498205025927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45476223874316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08451388326722,5.89970501474926,4.61361014994233,0,0,0,0,0,0,23.5249753437373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67832167832168,0,0,0,0,0,0,0,0
"Copper resistance protein",175.556094308746,46.6947050576944,0,10.0159131330151,0,0,0,70.4202759063202,0,10.7194081678871,0,0,204.032645223236,0,21.9268540467321,0,192.481474787638,5.39863860417808,33.027678723043,0,0,102.727369203014,107.50336473755,0.732936326156665,144.616049249379,14.7110508610735,7.22206011088416,142.205653480039,0,81.0248484127928,0,17.2498767865944,0,0,0,0,113.903215187095,51.1634844868735,7.15066044294369,0,0,0,0,0,0,0,0,126.572881481756,7.07820050364119,65.3840137650555,14.71575112645,116.372764744166,0,0,0.489775927513163,9.4155267365429,137.015503875969,0,0,11.3386359790151,4.31481558312243,0,0,0,0.453926463912846,8.50340136054422,99.1606480577786,0,0,0,74.760809908774,0,9.80580657565853,0,0,0,0,51.9161982626469,8.70769839699189,0,0,11.8050266565118,0,4.58534010688131,0,0,0,0,56.7610387821175,0,0,0,14.5700258670749,0,0,114.777777777778,340.535165431206,0,0,0,0,166.414040686079,70.1997459877612,137.745493677697,88.0750605326877,0,368.464961067853,0,0,0,168.454258675079,0,69.2144373673036,11.9505206513383,79.8184730379071,52.8597103287874,115.301641112566,0,105.49843540456,0,0,0,0,37.0038794389734,0,0,16.3890739506995,16.9614058502947,103.327652704278,0,98.0511286628967,63.8268541494348,65.5471289274106,120.493358633776,1.29322732062458,0,0,156.528719229397,87.6074457790175,0,0,0,0,0,30.7915608314758,0,0,0,101.627156683967,57.6164824790359,98.5196121463629,18.716744913928,14.1619360621452,0,3.43682874438586,104.782324974364,74.5961820851689,0,0,129.704055535258,0.669941938365342,0,0,121.990693910581,59.860990443093,0,3.8087693104604,0,0,0,0,10.4873875365679,0,0,166.761110661378,73.4302570585756,98.7855349752358,0,361.875780903632,0,0,0,0,163.456517955561,100.651981019251,137.383078231293,0,0,0,55.4741852801172,119.988706945229,0,125.252788831626,0,8.29504087843886,0,103.670253651038,0,0,44.0771349862259,0,337.867851193781,0,0,0,0,0,119.120879120879,0.938688799960476,0,153.166364373095,0,0,111.799712702647,0,0
"Drug and biocide RND efflux regulator",126.310685496091,28.9011107516446,2.01801150567754,5.99082654685014,0,0,4.16276894293732,60.1539942252166,0,8.45474447044614,0,0,136.309809569531,0,10.4131391804944,0,2.04831616362431,0,22.6693835965359,0,0,81.5734550214015,58.0417227456258,0.320659642693541,53.3534938978291,0.753125470703419,8.89991245987745,112.924825364653,0,46.6056354773511,0,20.1248562510268,0,0,0,0,96.2087128278284,35.0536992840095,7.15066044294369,0,0,0,0,0,0,0.123057991078296,0,96.7298912438291,12.1826720206901,19.5526356952917,4.02645959160196,78.1603495831655,0,0,0,1.0659086871558,106.427648578811,0.528281951624467,0,18.7002876967338,0,0,0,0,0,0,66.8228251675451,0,0,0,59.5564785285174,0.541821876058246,1.87463949240531,0,0,0,0,24.4251405212059,21.8681971106273,0,0,0,0,0,0,0.504301394245031,0,0,44.3617827374802,0,0,1.13122171945701,0,0,0,78.1111111111111,47.6405713252576,0,0,2.02825063382832,0,42.2018348623853,36.9472347304007,41.0949690610707,33.7469733656174,0,38.1905821282907,0,0,0,1.89274447949527,0,15.9471573484312,5.66077294010763,28.5638013881474,27.2756105296543,80.2064874027275,0,69.0337824893033,29.7352342158859,0.751385366769982,0,0,8.15676912364468,0.679226396882708,0,10.4596935376416,0,89.335366400574,0,77.674440342104,37.2208436724566,46.5195016251354,50.7590132827324,4.93342274164192,0,0.916361212929024,128.344630752765,62.6174076393237,0,0,0,0,0,0,0,0,0,64.7355870388554,0,73.7799768564702,0,2.56946519270989,0,3.51493848857645,61.6202106833225,52.1781693587861,0,0,38.9112166605773,0.178651183564091,0,0,57.9607525794052,36.1424847958297,0,0,0,0,3.24037184594954,1.4336917562724,2.81503560192085,0,0,133.064842548369,65.6342182890855,62.6229730646584,0,149.883116359679,0,0,0,0,149.678018216627,84.4103236757841,68.5586734693878,0,0,0,33.1380446722812,60.9824957651045,0,84.1542174962489,0,4.83380079966581,0,21.3297463489623,0,0,23.4710743801653,0,55.247084952804,0,0,0,0,0,75.1248751248751,0,0,123.181414733917,0,0,88.9390519187359,0,0
"Multi-metal RND efflux pumps",139.159949087824,35.8028685430821,10.7828077467546,20.3126462604137,0,0.333396837492856,0,56.9457811998717,0,7.85083415112856,0,0,147.319571131381,0,28.7842871655943,0,19.8807157057654,0,26.4900662251656,0,0,75.595174926598,128.953566621803,0.274851122308749,124.635489793714,0,6.05485847680187,107.966267327808,0,56.4736654381168,7.03250663973366,23.7391161491704,0,0,0,0,84.4123779216504,55.7130071599045,16.0889859966233,0,0,0,0,0,0,0.615289955391478,0,117.553171745666,41.8566664398013,68.6688565618645,19.0777490173521,107.323271453807,0,0,0.122443981878291,25.8482856635282,120.284237726098,0,0,0,0,0,0,0,0,2.72108843537415,67.603617671937,0,0,0,131.57309204183,0.406366407043684,3.94154970198039,0,0,0,0,33.2141032192131,44.4290520482881,0,0,0,0,0,0,0,0,0.27360529699855,112.695460494593,0,0,0.735294117647059,0,0,0,82.8888888888889,106.671487976858,0,0,10.8294096341905,0,175.747905863582,38.9100565754532,114.675813828356,137.863196125908,0,85.0018539117538,0,0,0,29.0220820189274,0,0,39.6952966664337,48.3182060864923,48.5252140818268,85.7924339317359,0,76.0904272303468,0,0,0,0,38.1975529692629,0,0,9.32711525649567,0,102.385864203068,0,73.3280366406506,85.8836503997794,47.670639219935,136.622390891841,4.7418335089568,0,0,112.87905815198,53.9078954858542,0,0,0.70262312633833,0,0,0,0,0,0,66.2084443821013,0,62.8865568014046,0,21.1532715864954,0,0,94.527826978652,129.221732745962,0,0,155.736207526489,0,0,0,117.944568076067,54.1268462206777,0,0,0,0,0,0.126502213788741,6.34762929844897,0,0,144.985023880839,44.7745469869364,69.1363050410475,0,525.311353834992,0,0,0,0,271.741022219644,77.8519347247406,169.430272108844,0,2.37506820297204,0,45.4046136946174,52.6068134763787,0,89.3730836975667,0,4.29671182192517,0,62.6441199077633,0,0,0.771349862258953,0,152.613627349885,0,0,0,0,0,69.2107892107892,0,0,130.899548489175,0,0,97.7631848963677,0,0
"Multi-metal RND efflux regulator",55.0033335353658,19.1955138574356,0,3.27623326780867,0,0,0,24.8636509464228,0,0,0,0,59.3374939990398,0,7.61937013206908,0,2.71100668714983,0,13.3299371709968,0,0,30.6696381194949,31.5444145356662,3.43563902885937,21.4926017928502,0,7.73271082579516,39.885627420464,0,22.1733444299132,0,0,0,0,0,0,31.4934708657961,18.123508353222,6.35614261594994,0,0,0,0,0,0,0,0,34.8539400913106,2.04178860681957,14.3907398717347,0,32.0141320854123,0,0,2.11215868740051,8.1719666015278,40.406976744186,0,0,0,0,0,0,0,0,5.71428571428572,20.2355390721582,0,0,0,26.7744567232812,0,1.77850413382042,0,0,0,0,23.3009708737864,6.23392044330101,0,0,0,0,0,0,0,0,0,28.79382792588,0,0,0,0,0,0,33.037037037037,25.3118785029832,0,0,2.49909453096704,0,40.8456322297567,20.4364392102529,30.8044121603444,16.4951573849879,0,22.6177233963663,0,0,0,0,0,0,0,20.5552589428724,19.2409345596786,35.9812004006472,0,29.4080081742129,0,0,0,0,13.6277728041381,0,0,0,0,29.2402906090232,0,31.2660653362621,24.4003308519438,19.1630552546046,40.915559772296,3.01753041479069,0,1.99933355548151,47.1815911523368,21.0052940171913,0,0,0,0,0,0,0,0,0,23.9865338757189,0,24.3007062766849,0,9.38153570361518,0,5.19429798867409,25.6362449892794,31.8159569260891,0,0,33.704786262331,0,0,0,24.3779081529436,16.6811468288445,0,0,0,0,0,2.53004427577483,5.79566153336645,0,0,50.4533311746135,27.2861356932153,26.7317999864306,0,115.745032445286,0,0,0,0,69.4436386842258,25.9635044944254,42.0386904761905,0,0,0,21.0545587696814,21.5509128552607,0,39.2393502511579,0,5.60959598973563,0,18.8316679477325,0,0,18.9531680440771,0,35.8134369794559,0,0,0,0,0,30.7692307692308,0,0,47.0420252382974,0,0,34.6808947260415,0,0
"Dihydrofolate reductase",4.39420570943694,0,0,0,0,0,0,0,0,0,0,0,0,1.18991490985833,0,0,0,0,0,0,0,2.54695956701687,2.18707940780619,0,0,0,0,3.11267146838467,0,0,0,0,0,0,1.82057246889855,0,9.95830132777351,0.671241050119332,0,0.297132669737038,0,0,0,0,0,0,0,1.44760773542185,0,0,0.719010641357492,4.80366938358075,0,0,0.091832986408718,0,0.613695090439276,0,0,0,0,0,0,0,0,0,2.08211334504522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282805429864253,1.63648841260624,1.03766099005066,0.338753387533875,0,0,0,0,0,0,2.31352213801356,3.00196282184505,1.74872208770514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40494284437065,0,0,0,0,0,0,0,0,1.39027916805695,2.87021257511884,0,5.98214702995747,0,4.33369447453954,0,0,0,0.222148172831278,2.21191580449518,4.09859395457392,0,0,0,0,0,0,0,0,0,1.12217702342545,0.277669795079691,1.79561869039544,0,0,0.336638511445709,0,1.1186725086231,0,0,0,2.55754475703325,0,0,0,0,2.69331016507385,0,0,0,0,0,0,0.772754871115527,0,0,0.161903990933377,0.842815002107037,0,0,0,0,0,0,0.517330574236937,2.37860416545803,0,4.41113945578231,0,0,0,0,0,0,0.260943310065888,0,0,0,2.40199846272098,0,0,0,0,0,0,0,0,0,0,1.15884115884116,0,0,7.33222706749508,0,0,1.31335932690335,0,0
